,Site,Grainsize,Perm_Population,Por_Population,Perm_measure1,Perm_measure2,Perm_measure3,Perm_measure4,Perm_measure5,Por_measure1,Por_measure2,Por_measure3,Por_measure4
313,FD01,S,3.0,18.0,3.0,3.0,3.0,3.0,3.0,15.0,17.0,,
314,FD04,S,3.0,11.0,3.0,3.0,,,,11.0,12.0,10.0,
315,FD05,S,27.0,14.0,27.0,29.0,27.0,27.0,,13.0,13.0,14.0,
316,FD05,S,61.0,13.0,68.0,53.0,62.0,,,14.0,15.0,12.0,13.0
317,FD03,S,12.0,13.0,11.0,12.0,12.0,,,9.0,15.0,16.0,
318,FD06,S,9.0,14.0,8.0,9.0,,,,13.0,13.0,13.0,
319,FD05,S,38.0,18.0,39.0,30.0,41.0,42.0,,21.0,22.0,19.0,
320,FD07,S,14.0,13.0,14.0,14.0,,,,13.0,14.0,12.0,
321,FD01,S,14.0,14.0,16.0,14.0,16.0,,,15.0,14.0,11.0,14.0
322,FD05,S,68.0,17.0,77.0,65.0,63.0,63.0,64.0,16.0,17.0,17.0,18.0
323,FD05,S,9.0,19.0,9.0,8.0,9.0,,,15.0,19.0,,
324,FD03,S,34.0,15.0,34.0,36.0,29.0,30.0,,12.0,12.0,,
325,FD05,S,2.0,15.0,2.0,2.0,2.0,2.0,,18.0,15.0,13.0,13.0
326,FD07,S,21.0,12.0,22.0,23.0,22.0,20.0,,11.0,12.0,13.0,12.0
327,FD07,S,5.0,20.0,5.0,5.0,5.0,,,20.0,19.0,,
328,FD05,S,240.0,13.0,225.0,275.0,297.0,,,15.0,14.0,13.0,
329,FD03,S,81.0,16.0,84.0,101.0,,,,13.0,16.0,15.0,16.0
330,FD05,S,31.0,17.0,33.0,33.0,26.0,,,16.0,18.0,15.0,20.0
331,FD05,S,14.0,15.0,15.0,14.0,13.0,,,14.0,18.0,17.0,
332,FD01,S,1.0,15.0,1.0,1.0,1.0,1.0,1.0,11.0,12.0,15.0,14.0
333,FD05,S,23.0,17.0,27.0,22.0,25.0,,,19.0,18.0,,
334,FD07,S,5.0,16.0,5.0,5.0,5.0,5.0,,13.0,15.0,15.0,16.0
335,FD06,S,8.0,14.0,8.0,9.0,8.0,8.0,,14.0,15.0,,
336,FD03,S,7.0,11.0,8.0,7.0,8.0,,,10.0,11.0,10.0,
337,FD04,S,24.0,11.0,23.0,22.0,20.0,24.0,,11.0,10.0,,
338,FD07,S,11.0,22.0,11.0,11.0,,,,23.0,24.0,,
339,FD05,S,4.0,16.0,4.0,4.0,4.0,3.0,,16.0,14.0,,
340,FD05,S,15.0,15.0,13.0,15.0,17.0,17.0,,13.0,17.0,,
341,FD04,S,5.0,14.0,5.0,6.0,5.0,,,16.0,15.0,12.0,15.0
342,FD04,S,4.0,15.0,4.0,4.0,,,,15.0,12.0,14.0,14.0
343,FD06,S,56.0,18.0,53.0,55.0,71.0,52.0,68.0,14.0,14.0,,
344,FD07,S,8.0,13.0,9.0,8.0,8.0,8.0,8.0,12.0,12.0,13.0,14.0
345,FD04,S,71.0,19.0,69.0,85.0,61.0,,,21.0,24.0,20.0,
346,FD04,S,2.0,19.0,2.0,2.0,2.0,,,20.0,23.0,,
347,FD05,S,127.0,13.0,142.0,118.0,114.0,,,14.0,13.0,12.0,14.0
348,FD04,S,27.0,16.0,26.0,24.0,29.0,25.0,26.0,20.0,14.0,17.0,15.0
349,FD03,S,20.0,16.0,21.0,24.0,22.0,17.0,,13.0,15.0,19.0,15.0
350,FD02,S,7.0,18.0,8.0,7.0,6.0,,,16.0,17.0,19.0,21.0
351,FD05,S,73.0,19.0,98.0,79.0,75.0,71.0,,18.0,18.0,15.0,21.0
352,FD05,S,3.0,13.0,3.0,3.0,3.0,,,14.0,11.0,,
353,FD02,S,4.0,15.0,4.0,4.0,4.0,4.0,,14.0,16.0,,
354,FD04,S,9.0,16.0,9.0,9.0,9.0,,,15.0,16.0,14.0,17.0
355,FD05,S,4.0,11.0,4.0,3.0,3.0,,,10.0,9.0,13.0,12.0
356,FD05,S,10.0,18.0,9.0,9.0,10.0,10.0,10.0,16.0,15.0,16.0,17.0
357,FD05,S,26.0,14.0,26.0,26.0,23.0,23.0,,15.0,14.0,15.0,
358,FD05,S,4.0,20.0,3.0,4.0,,,,21.0,20.0,,
359,FD04,S,3.0,11.0,3.0,3.0,3.0,3.0,,10.0,13.0,10.0,9.0
360,FD02,S,25.0,15.0,27.0,24.0,23.0,,,14.0,16.0,10.0,13.0
361,FD03,S,1.0,18.0,1.0,1.0,1.0,,,18.0,20.0,,
362,FD03,S,3.0,14.0,3.0,3.0,,,,13.0,13.0,11.0,13.0
363,FD05,S,42.0,18.0,39.0,39.0,39.0,43.0,40.0,20.0,17.0,18.0,
364,FD01,S,3.0,15.0,2.0,3.0,3.0,,,16.0,15.0,17.0,15.0
365,FD06,S,133.0,15.0,106.0,124.0,124.0,,,16.0,14.0,15.0,16.0
366,FD05,S,54.0,16.0,49.0,43.0,57.0,,,13.0,17.0,16.0,16.0
367,FD01,S,13.0,16.0,13.0,13.0,13.0,12.0,,15.0,13.0,14.0,16.0
368,FD05,S,8.0,13.0,8.0,8.0,9.0,,,11.0,14.0,14.0,
369,FD04,S,16.0,17.0,16.0,15.0,15.0,15.0,,16.0,19.0,20.0,18.0
370,FD03,S,47.0,13.0,45.0,40.0,52.0,57.0,,15.0,13.0,12.0,
371,FD05,S,1.0,19.0,1.0,1.0,,,,22.0,18.0,20.0,19.0
372,FD05,S,12.0,17.0,12.0,12.0,12.0,,,19.0,20.0,16.0,
373,FD04,S,126.0,15.0,131.0,143.0,106.0,,,17.0,16.0,17.0,16.0
374,FD04,S,25.0,17.0,29.0,24.0,25.0,,,18.0,16.0,,
375,FD06,S,98.0,14.0,85.0,81.0,101.0,,,12.0,13.0,,
376,FD05,S,26.0,12.0,30.0,24.0,27.0,24.0,,14.0,13.0,,
377,FD03,S,17.0,17.0,16.0,17.0,16.0,,,19.0,18.0,16.0,15.0
378,FD05,S,8.0,14.0,8.0,8.0,8.0,8.0,,15.0,14.0,14.0,14.0
379,FD05,S,4.0,17.0,4.0,4.0,4.0,4.0,,18.0,15.0,,
380,FD05,S,32.0,16.0,38.0,29.0,28.0,,,17.0,15.0,16.0,17.0
381,FD05,S,,20.0,,,,,,19.0,22.0,16.0,19.0
382,FD01,S,30.0,19.0,34.0,28.0,28.0,,,19.0,21.0,,
383,FD05,S,16.0,18.0,19.0,17.0,16.0,18.0,,17.0,16.0,,
384,FD05,S,3.0,16.0,3.0,3.0,,,,15.0,16.0,14.0,
385,FD02,S,,16.0,,,,,,18.0,15.0,17.0,15.0
386,FD04,S,30.0,19.0,32.0,30.0,29.0,29.0,,18.0,19.0,,
387,FD06,S,17.0,11.0,16.0,17.0,17.0,16.0,,10.0,10.0,12.0,12.0
388,FD05,S,5.0,19.0,5.0,5.0,,,,19.0,18.0,18.0,
389,FD07,S,1319.0,17.0,1300.0,1530.0,1660.0,1370.0,,14.0,17.0,20.0,17.0
390,FD05,S,3.0,16.0,3.0,3.0,3.0,,,14.0,16.0,17.0,
391,FD05,S,2.0,18.0,2.0,2.0,2.0,,,22.0,16.0,15.0,19.0
392,FD07,S,39.0,15.0,38.0,38.0,36.0,,,16.0,14.0,14.0,
393,FD06,S,130.0,19.0,123.0,159.0,135.0,,,21.0,19.0,17.0,22.0
394,FD05,S,4.0,20.0,4.0,4.0,4.0,4.0,4.0,20.0,23.0,20.0,18.0
395,FD02,S,20.0,15.0,17.0,22.0,21.0,21.0,,15.0,14.0,14.0,16.0
396,FD01,S,18.0,13.0,18.0,18.0,17.0,,,12.0,12.0,13.0,13.0
397,FD04,S,47.0,17.0,56.0,48.0,54.0,,,20.0,16.0,17.0,17.0
398,FD01,S,131.0,22.0,141.0,128.0,116.0,,,21.0,15.0,21.0,
399,FD06,S,13.0,16.0,12.0,12.0,13.0,12.0,,20.0,14.0,14.0,
400,FD05,S,8.0,16.0,7.0,9.0,,,,17.0,17.0,13.0,15.0
401,FD06,S,7.0,13.0,7.0,7.0,,,,14.0,12.0,,
402,FD06,S,5.0,17.0,5.0,5.0,5.0,,,20.0,18.0,15.0,15.0
403,FD05,S,97.0,17.0,100.0,96.0,,,,17.0,17.0,,
404,FD05,S,17.0,15.0,16.0,16.0,16.0,,,15.0,16.0,17.0,18.0
405,FD07,S,109.0,17.0,144.0,95.0,136.0,,,17.0,16.0,19.0,17.0
406,FD04,S,28.0,18.0,27.0,30.0,,,,20.0,20.0,,
407,FD06,S,48.0,14.0,43.0,45.0,44.0,,,14.0,15.0,12.0,14.0
408,FD05,S,23.0,19.0,20.0,22.0,25.0,,,19.0,21.0,,
409,FD05,S,11.0,20.0,10.0,10.0,10.0,11.0,,21.0,19.0,20.0,19.0
410,FD03,S,41.0,21.0,50.0,46.0,41.0,41.0,,22.0,23.0,18.0,
411,FD04,S,57.0,18.0,64.0,75.0,,,,20.0,17.0,,
412,FD07,S,5.0,19.0,5.0,5.0,5.0,5.0,,20.0,20.0,21.0,
413,FD03,S,296.0,9.0,277.0,279.0,,,,7.0,8.0,,
414,FD07,S,8.0,13.0,8.0,8.0,9.0,7.0,,14.0,11.0,13.0,12.0
415,FD04,S,5.0,17.0,5.0,5.0,5.0,,,17.0,18.0,17.0,
416,FD04,S,14.0,14.0,15.0,15.0,,,,13.0,13.0,13.0,
417,FD03,S,202.0,12.0,220.0,185.0,250.0,,,12.0,10.0,13.0,12.0
418,FD05,S,1.0,15.0,1.0,1.0,1.0,,,12.0,17.0,,
419,FD03,S,22.0,18.0,20.0,19.0,22.0,,,20.0,17.0,17.0,22.0
420,FD06,S,8.0,15.0,8.0,8.0,8.0,,,15.0,15.0,15.0,15.0
421,FD05,S,58.0,16.0,45.0,71.0,64.0,,,14.0,15.0,20.0,16.0
422,FD03,S,14.0,13.0,11.0,13.0,14.0,,,14.0,14.0,14.0,17.0
423,FD05,S,2.0,16.0,2.0,2.0,2.0,,,18.0,15.0,,
424,FD02,S,28.0,14.0,29.0,28.0,,,,14.0,13.0,14.0,14.0
425,FD05,S,30.0,14.0,38.0,28.0,33.0,,,12.0,13.0,16.0,14.0
426,FD05,S,80.0,13.0,86.0,85.0,71.0,79.0,,14.0,15.0,14.0,14.0
427,FD06,S,17.0,14.0,18.0,16.0,17.0,16.0,17.0,16.0,12.0,,
428,FD03,S,6.0,13.0,7.0,6.0,6.0,6.0,,14.0,14.0,15.0,14.0
429,FD05,S,8.0,13.0,7.0,7.0,,,,14.0,14.0,12.0,
430,FD04,S,11.0,13.0,10.0,11.0,11.0,,,16.0,11.0,13.0,
431,FD03,S,10.0,16.0,11.0,10.0,10.0,9.0,,17.0,15.0,17.0,16.0
432,FD05,S,13.0,18.0,11.0,11.0,13.0,,,19.0,18.0,,
433,FD05,S,23.0,13.0,21.0,20.0,22.0,,,13.0,14.0,11.0,13.0
434,FD03,S,2.0,16.0,2.0,2.0,,,,18.0,17.0,14.0,
435,FD04,S,30.0,19.0,30.0,32.0,31.0,,,18.0,17.0,18.0,20.0
436,FD01,S,6.0,12.0,7.0,6.0,6.0,6.0,,12.0,11.0,12.0,11.0
437,FD04,S,29.0,17.0,32.0,27.0,32.0,,,16.0,19.0,17.0,16.0
438,FD05,S,6.0,17.0,7.0,6.0,6.0,,,17.0,19.0,19.0,
439,FD05,S,174.0,16.0,208.0,159.0,,,,15.0,12.0,16.0,14.0
440,FD07,S,2.0,15.0,2.0,2.0,2.0,2.0,2.0,16.0,15.0,16.0,16.0
441,FD03,S,3.0,19.0,3.0,3.0,3.0,,,21.0,21.0,20.0,21.0
442,FD04,S,105.0,16.0,98.0,152.0,112.0,121.0,,15.0,15.0,19.0,16.0
443,FD05,S,22.0,16.0,26.0,21.0,27.0,21.0,,15.0,19.0,17.0,13.0
444,FD05,S,8.0,16.0,9.0,8.0,9.0,,,16.0,16.0,18.0,14.0
445,FD06,S,146.0,15.0,145.0,155.0,,,,16.0,16.0,17.0,12.0
446,FD05,S,17.0,15.0,18.0,18.0,19.0,,,14.0,14.0,15.0,18.0
447,FD06,S,4.0,19.0,4.0,5.0,4.0,,,21.0,22.0,16.0,19.0
448,FD02,S,15.0,12.0,18.0,14.0,15.0,14.0,,11.0,12.0,,
449,FD02,S,16.0,16.0,17.0,16.0,19.0,17.0,,16.0,16.0,17.0,15.0
450,FD01,S,6.0,15.0,6.0,6.0,6.0,5.0,,14.0,17.0,16.0,
451,FD01,S,,16.0,,,,,,15.0,13.0,,
452,FD05,S,52.0,21.0,54.0,48.0,48.0,,,20.0,19.0,26.0,22.0
453,FD02,S,295.0,12.0,301.0,333.0,334.0,341.0,,12.0,12.0,13.0,
454,FD06,S,28.0,14.0,25.0,29.0,29.0,27.0,26.0,13.0,15.0,,
455,FD03,S,145.0,13.0,151.0,146.0,173.0,119.0,149.0,14.0,13.0,,
456,FD05,S,6.0,13.0,5.0,7.0,,,,10.0,11.0,,
457,FD03,S,22.0,15.0,22.0,27.0,22.0,,,17.0,13.0,17.0,16.0
458,FD04,S,37.0,15.0,43.0,41.0,33.0,,,14.0,16.0,15.0,
459,FD05,S,2.0,15.0,2.0,2.0,2.0,2.0,,13.0,14.0,17.0,19.0
460,FD07,S,18.0,16.0,18.0,19.0,16.0,,,17.0,16.0,,
461,FD06,S,111.0,17.0,107.0,114.0,107.0,,,16.0,17.0,17.0,
462,FD05,S,29.0,18.0,29.0,29.0,33.0,33.0,,20.0,19.0,18.0,15.0
463,FD03,S,6.0,19.0,6.0,6.0,6.0,,,18.0,19.0,,
464,FD06,S,29.0,14.0,30.0,28.0,29.0,29.0,,13.0,13.0,14.0,
465,FD05,S,5.0,16.0,5.0,5.0,5.0,,,19.0,18.0,19.0,
466,FD04,S,,16.0,,,,,,14.0,18.0,15.0,15.0
467,FD05,S,60.0,15.0,68.0,54.0,62.0,58.0,,13.0,14.0,13.0,13.0
468,FD04,S,28.0,13.0,34.0,30.0,27.0,33.0,26.0,12.0,13.0,14.0,12.0
469,FD03,S,15.0,17.0,15.0,13.0,14.0,,,20.0,18.0,16.0,18.0
470,FD02,S,6.0,15.0,6.0,6.0,6.0,,,16.0,12.0,17.0,
471,FD01,S,28.0,17.0,30.0,32.0,25.0,,,16.0,18.0,21.0,17.0
472,FD04,S,30.0,17.0,29.0,35.0,29.0,,,16.0,17.0,,
473,FD05,S,51.0,13.0,47.0,55.0,47.0,65.0,,11.0,12.0,,
474,FD03,S,48.0,19.0,60.0,40.0,,,,17.0,15.0,19.0,21.0
475,FD06,S,69.0,13.0,77.0,76.0,,,,13.0,12.0,15.0,12.0
476,FD05,S,30.0,13.0,28.0,34.0,35.0,25.0,,13.0,15.0,,
477,FD07,S,7.0,18.0,7.0,6.0,6.0,7.0,,17.0,17.0,17.0,16.0
478,FD02,S,89.0,16.0,96.0,98.0,91.0,,,18.0,15.0,15.0,15.0
479,FD07,S,77.0,17.0,72.0,93.0,69.0,,,17.0,16.0,14.0,14.0
480,FD06,S,12.0,17.0,13.0,12.0,11.0,12.0,,19.0,19.0,17.0,18.0
481,FD06,S,18.0,16.0,17.0,19.0,17.0,16.0,18.0,18.0,16.0,17.0,
482,FD06,S,12.0,17.0,11.0,12.0,10.0,,,17.0,19.0,16.0,17.0
483,FD07,S,23.0,14.0,23.0,27.0,23.0,,,13.0,15.0,,
484,FD06,S,15.0,18.0,16.0,15.0,15.0,,,20.0,15.0,,
485,FD05,S,5.0,13.0,5.0,5.0,,,,13.0,13.0,,
486,FD04,S,23.0,16.0,22.0,22.0,,,,15.0,18.0,20.0,
487,FD05,S,17.0,19.0,18.0,19.0,16.0,,,21.0,15.0,19.0,24.0
488,FD06,S,21.0,17.0,21.0,20.0,23.0,19.0,,16.0,16.0,,
489,FD06,S,54.0,18.0,58.0,60.0,,,,20.0,15.0,20.0,
490,FD03,S,92.0,18.0,83.0,111.0,90.0,94.0,,13.0,17.0,,
491,FD05,S,3.0,16.0,3.0,4.0,3.0,,,16.0,17.0,17.0,17.0
492,FD01,S,20.0,14.0,19.0,20.0,20.0,,,17.0,14.0,16.0,
493,FD05,S,16.0,16.0,16.0,15.0,15.0,,,17.0,17.0,15.0,18.0
494,FD01,S,14.0,14.0,13.0,15.0,,,,13.0,16.0,14.0,15.0
495,FD03,S,106.0,18.0,84.0,92.0,86.0,108.0,,14.0,19.0,,
496,FD06,S,257.0,12.0,309.0,244.0,280.0,257.0,209.0,11.0,10.0,12.0,
497,FD05,S,8.0,15.0,8.0,8.0,8.0,,,15.0,15.0,,
498,FD06,S,196.0,19.0,163.0,210.0,235.0,191.0,179.0,16.0,20.0,17.0,
499,FD04,S,11.0,18.0,11.0,10.0,11.0,,,18.0,17.0,19.0,19.0
500,FD07,S,16.0,14.0,17.0,15.0,14.0,,,13.0,15.0,15.0,15.0
501,FD02,S,1.0,15.0,1.0,1.0,1.0,,,14.0,14.0,15.0,15.0
502,FD07,F,153.0,16.0,151.0,176.0,171.0,128.0,208.0,18.0,15.0,13.0,
503,FD02,F,841.0,13.0,766.0,754.0,839.0,,,13.0,13.0,12.0,15.0
504,FD04,F,81.0,21.0,88.0,90.0,74.0,89.0,,24.0,19.0,,
505,FD03,F,367.0,22.0,438.0,293.0,375.0,455.0,,23.0,22.0,,
506,FD07,F,291.0,22.0,292.0,307.0,451.0,,,23.0,21.0,20.0,24.0
507,FD03,F,408.0,21.0,398.0,389.0,364.0,470.0,,24.0,19.0,23.0,
508,FD05,F,113.0,16.0,102.0,110.0,,,,18.0,14.0,16.0,16.0
509,FD05,F,764.0,15.0,831.0,857.0,482.0,822.0,,16.0,16.0,15.0,17.0
510,FD05,F,79.0,25.0,76.0,71.0,103.0,91.0,,26.0,30.0,22.0,26.0
511,FD04,F,148.0,19.0,122.0,160.0,,,,17.0,21.0,,
512,FD01,F,87.0,21.0,88.0,98.0,79.0,,,21.0,18.0,24.0,
513,FD06,F,494.0,18.0,481.0,382.0,467.0,,,19.0,16.0,,
514,FD07,F,45.0,38.0,48.0,60.0,47.0,39.0,,39.0,38.0,40.0,
515,FD05,F,63.0,20.0,64.0,59.0,60.0,73.0,,20.0,16.0,18.0,20.0
516,FD07,F,222.0,15.0,206.0,269.0,230.0,,,18.0,16.0,,
517,FD03,F,1093.0,27.0,1014.0,1369.0,1046.0,736.0,,33.0,26.0,25.0,29.0
518,FD06,F,67.0,16.0,57.0,79.0,58.0,81.0,,14.0,18.0,14.0,
519,FD04,F,143.0,26.0,183.0,108.0,137.0,143.0,,26.0,27.0,24.0,26.0
520,FD05,F,155.0,18.0,126.0,164.0,143.0,,,17.0,19.0,,
521,FD04,F,707.0,24.0,804.0,518.0,503.0,727.0,,20.0,27.0,,
522,FD04,F,104.0,22.0,103.0,111.0,79.0,114.0,,22.0,19.0,23.0,
523,FD05,F,649.0,21.0,691.0,560.0,802.0,,,19.0,23.0,22.0,
524,FD05,F,1146.0,39.0,1153.0,736.0,1266.0,,,37.0,37.0,38.0,41.0
525,FD05,F,77.0,26.0,61.0,87.0,76.0,91.0,,25.0,25.0,28.0,
526,FD07,F,11442.0,26.0,15592.0,7119.0,11954.0,12594.0,,25.0,25.0,25.0,27.0
527,FD04,F,673.0,29.0,721.0,776.0,697.0,721.0,668.0,28.0,26.0,29.0,
528,FD05,F,1655.0,21.0,1403.0,1767.0,1484.0,2087.0,1559.0,21.0,23.0,,
529,FD06,F,220.0,33.0,209.0,226.0,,,,35.0,22.0,,
530,FD04,F,1084.0,22.0,1124.0,1248.0,1008.0,1197.0,,20.0,28.0,24.0,24.0
531,FD02,F,561.0,26.0,518.0,613.0,682.0,485.0,,24.0,24.0,29.0,25.0
532,FD03,F,177.0,27.0,182.0,169.0,171.0,,,28.0,29.0,24.0,24.0
533,FD05,F,296.0,22.0,330.0,262.0,333.0,,,22.0,19.0,22.0,
534,FD06,F,2312.0,28.0,2432.0,2007.0,2383.0,1859.0,2420.0,23.0,26.0,28.0,28.0
535,FD05,F,102.0,10.0,109.0,104.0,,,,11.0,11.0,,
536,FD06,F,130.0,28.0,148.0,142.0,114.0,133.0,132.0,26.0,29.0,32.0,29.0
537,FD07,F,326.0,26.0,322.0,422.0,,,,29.0,25.0,,
538,FD01,F,16.0,34.0,15.0,14.0,,,,38.0,35.0,31.0,
539,FD04,F,263.0,36.0,261.0,306.0,,,,33.0,37.0,34.0,38.0
540,FD07,F,282.0,26.0,224.0,256.0,210.0,321.0,,24.0,25.0,30.0,25.0
541,FD05,F,204.0,17.0,186.0,204.0,210.0,,,16.0,21.0,,
542,FD03,F,674.0,11.0,836.0,853.0,557.0,805.0,,10.0,9.0,11.0,10.0
543,FD05,F,26.0,27.0,25.0,24.0,,,,27.0,24.0,27.0,
544,FD05,F,436.0,22.0,507.0,422.0,406.0,,,22.0,23.0,25.0,
545,FD02,F,247.0,26.0,207.0,295.0,224.0,264.0,,30.0,25.0,29.0,
546,FD05,F,1301.0,20.0,1530.0,2019.0,1127.0,,,20.0,21.0,20.0,17.0
547,FD03,F,728.0,22.0,885.0,869.0,774.0,,,21.0,22.0,21.0,25.0
548,FD06,F,21.0,18.0,22.0,21.0,20.0,21.0,,18.0,18.0,18.0,16.0
549,FD04,F,184.0,18.0,198.0,176.0,227.0,139.0,,20.0,18.0,18.0,17.0
550,FD01,F,1556.0,26.0,1914.0,1981.0,,,,29.0,28.0,,
551,FD04,F,209.0,25.0,196.0,219.0,188.0,178.0,,23.0,29.0,26.0,
552,FD05,F,1000.0,28.0,1283.0,950.0,1058.0,1009.0,,24.0,29.0,26.0,
553,FD05,F,179.0,16.0,169.0,187.0,146.0,184.0,,16.0,17.0,,
554,FD01,F,193.0,26.0,218.0,174.0,184.0,169.0,,25.0,25.0,29.0,
555,FD07,F,1339.0,29.0,1512.0,1301.0,1855.0,,,33.0,26.0,,
556,FD06,F,134.0,19.0,188.0,124.0,121.0,145.0,,20.0,18.0,17.0,
557,FD05,F,454.0,8.0,488.0,392.0,578.0,409.0,,6.0,7.0,8.0,
558,FD06,F,150.0,21.0,175.0,178.0,136.0,144.0,141.0,20.0,17.0,23.0,
559,FD05,F,1871.0,20.0,1331.0,1621.0,1936.0,,,21.0,18.0,,
560,FD07,F,178.0,27.0,178.0,203.0,,,,30.0,28.0,26.0,23.0
561,FD05,F,1015.0,21.0,982.0,1137.0,983.0,,,22.0,20.0,23.0,
562,FD02,F,126.0,28.0,116.0,156.0,103.0,,,23.0,33.0,,
563,FD06,F,122.0,25.0,126.0,128.0,130.0,120.0,,23.0,24.0,,
564,FD03,F,613.0,22.0,726.0,707.0,,,,22.0,22.0,25.0,24.0
565,FD06,F,707.0,22.0,804.0,850.0,896.0,,,21.0,20.0,21.0,25.0
566,FD04,F,181.0,20.0,171.0,163.0,,,,19.0,25.0,21.0,
567,FD04,F,1919.0,21.0,1871.0,1265.0,2277.0,1319.0,,19.0,22.0,23.0,
568,FD01,F,128.0,20.0,150.0,113.0,135.0,,,19.0,21.0,,
569,FD06,F,311.0,31.0,314.0,495.0,359.0,290.0,,25.0,29.0,,
570,FD04,F,604.0,25.0,778.0,507.0,536.0,606.0,,21.0,26.0,26.0,23.0
571,FD05,F,675.0,19.0,1019.0,627.0,807.0,,,19.0,20.0,18.0,16.0
572,FD06,F,1167.0,11.0,1393.0,1116.0,,,,12.0,10.0,11.0,10.0
573,FD05,F,93.0,20.0,100.0,111.0,102.0,112.0,,22.0,18.0,20.0,17.0
574,FD04,F,148.0,18.0,155.0,211.0,179.0,,,21.0,16.0,19.0,19.0
575,FD05,F,222.0,18.0,227.0,195.0,,,,16.0,22.0,,
576,FD02,F,209.0,26.0,195.0,194.0,206.0,,,24.0,25.0,23.0,19.0
577,FD02,F,1447.0,3.0,1434.0,1217.0,1680.0,1700.0,,3.0,3.0,3.0,3.0
578,FD03,F,65.0,21.0,46.0,67.0,54.0,,,19.0,22.0,18.0,
579,FD03,F,1360.0,16.0,1570.0,1884.0,,,,17.0,17.0,16.0,14.0
580,FD04,F,45.0,16.0,39.0,44.0,49.0,,,15.0,18.0,15.0,18.0
581,FD06,F,1894.0,31.0,2205.0,2542.0,2032.0,,,30.0,34.0,30.0,37.0
582,FD07,F,342.0,26.0,287.0,363.0,282.0,259.0,343.0,26.0,26.0,26.0,25.0
583,FD05,F,258.0,27.0,224.0,265.0,231.0,168.0,,32.0,26.0,,
584,FD02,F,312.0,30.0,312.0,386.0,300.0,350.0,270.0,31.0,33.0,29.0,28.0
585,FD05,F,486.0,30.0,404.0,490.0,410.0,498.0,,30.0,31.0,27.0,31.0
586,FD01,F,912.0,26.0,710.0,857.0,901.0,849.0,,25.0,24.0,,
587,FD05,F,415.0,31.0,382.0,507.0,622.0,370.0,,33.0,31.0,,
588,FD05,F,592.0,10.0,555.0,439.0,689.0,,,11.0,10.0,9.0,10.0
589,FD07,F,571.0,21.0,600.0,418.0,811.0,,,19.0,20.0,23.0,20.0
590,FD05,F,777.0,28.0,727.0,748.0,721.0,552.0,,31.0,24.0,,
591,FD07,F,440.0,34.0,370.0,494.0,345.0,415.0,,33.0,38.0,33.0,36.0
592,FD05,F,139.0,19.0,132.0,176.0,,,,18.0,21.0,19.0,19.0
593,FD01,F,177.0,29.0,185.0,145.0,189.0,,,30.0,32.0,36.0,
594,FD05,F,872.0,20.0,791.0,1036.0,,,,19.0,19.0,19.0,17.0
595,FD03,F,7405.0,27.0,7505.0,9913.0,8275.0,10287.0,,24.0,30.0,27.0,20.0
596,FD05,F,140.0,7.0,184.0,156.0,159.0,119.0,,7.0,6.0,8.0,
597,FD05,F,531.0,2.0,534.0,685.0,672.0,,,2.0,2.0,2.0,2.0
598,FD02,F,644.0,22.0,528.0,718.0,,,,20.0,22.0,20.0,23.0
599,FD04,F,236.0,29.0,233.0,238.0,239.0,,,28.0,29.0,31.0,27.0
600,FD07,F,101.0,28.0,85.0,88.0,,,,24.0,27.0,34.0,
601,FD03,F,587.0,21.0,629.0,589.0,532.0,544.0,,21.0,22.0,22.0,
602,FD06,F,20.0,22.0,20.0,20.0,20.0,,,23.0,20.0,20.0,26.0
603,FD05,F,350.0,30.0,243.0,399.0,356.0,,,25.0,33.0,38.0,
604,FD07,F,1960.0,17.0,1937.0,1828.0,1394.0,,,16.0,18.0,19.0,
605,FD07,F,214.0,17.0,239.0,211.0,277.0,,,18.0,16.0,,
606,FD05,F,768.0,24.0,783.0,820.0,,,,23.0,25.0,,
607,FD05,F,80.0,20.0,73.0,75.0,73.0,70.0,,17.0,20.0,17.0,19.0
608,FD05,F,105.0,15.0,120.0,117.0,102.0,,,15.0,17.0,16.0,
609,FD05,F,71.0,9.0,70.0,77.0,,,,9.0,10.0,,
610,FD05,F,736.0,29.0,778.0,620.0,801.0,855.0,,28.0,30.0,24.0,26.0
611,FD01,F,1450.0,28.0,1337.0,1507.0,1770.0,2083.0,1383.0,31.0,28.0,22.0,27.0
612,FD03,F,771.0,20.0,662.0,880.0,712.0,,,21.0,21.0,19.0,19.0
613,FD05,F,421.0,14.0,430.0,479.0,569.0,366.0,,13.0,15.0,14.0,14.0
614,FD03,F,896.0,29.0,881.0,1244.0,999.0,757.0,,31.0,37.0,27.0,29.0
615,FD07,F,91.0,8.0,86.0,103.0,113.0,,,9.0,9.0,9.0,
616,FD02,F,782.0,14.0,581.0,731.0,849.0,,,13.0,14.0,15.0,
617,FD06,F,11738.0,10.0,11145.0,14588.0,7922.0,,,11.0,9.0,9.0,9.0
618,FD04,F,266.0,27.0,271.0,243.0,272.0,260.0,,27.0,31.0,31.0,22.0
619,FD05,F,2301.0,26.0,2383.0,1815.0,,,,26.0,28.0,26.0,
620,FD04,F,282.0,21.0,210.0,343.0,255.0,262.0,,22.0,21.0,20.0,
621,FD05,F,14.0,30.0,13.0,16.0,15.0,,,32.0,31.0,31.0,32.0
